
********************************************************************************
Friday, September 18, 2015 | 1:03:55 PM => The given key was not present in the dictionary. => LocalDatabase|LoadDefaultUser()
Friday, September 18, 2015 | 1:03:55 PM => Delegate to an instance method cannot have null 'this'. => Interactivity|DefaultUsernameChanged()
Friday, September 18, 2015 | 1:03:56 PM => UVA Arena started => Main Form
Friday, September 18, 2015 | 1:03:56 PM => Problem database was empty => Problem Database|RunLoadAsync()
Friday, September 18, 2015 | 1:03:56 PM => The given key was not present in the dictionary. => LocalDatabase|LoadDefaultUser()
Friday, September 18, 2015 | 1:03:58 PM => Downloaded problem database file => __DownloadProblemDatabaseCompleted
Friday, September 18, 2015 | 1:03:58 PM => The given key was not present in the dictionary. => LocalDatabase|LoadDefaultUser()
Friday, September 18, 2015 | 1:03:59 PM => Downloaded problem database file => __DownloadProblemDatabaseCompleted
Friday, September 18, 2015 | 1:03:59 PM => Downloaded problem's categories. => __DownloadProblemCategoryCompleted
Friday, September 18, 2015 | 1:03:59 PM => Downloaded Category file: Contest Problems.cat => __DownloadCategoryFileCompleted
Friday, September 18, 2015 | 1:03:59 PM => The given key was not present in the dictionary. => LocalDatabase|LoadDefaultUser()
Friday, September 18, 2015 | 1:03:59 PM => Object reference not set to an instance of an object. => LoadCategoryData(AOAPC Problems.cat)
Friday, September 18, 2015 | 1:03:59 PM => Object reference not set to an instance of an object. => LoadCategoryData(Competitive Programming.cat)
Friday, September 18, 2015 | 1:03:59 PM => Object reference not set to an instance of an object. => LoadCategoryData(Programming Chanllenges.cat)
Friday, September 18, 2015 | 1:03:59 PM => Downloaded Category file: AOAPC Problems.cat => __DownloadCategoryFileCompleted
Friday, September 18, 2015 | 1:04:00 PM => Downloaded Category file: Competitive Programming.cat => __DownloadCategoryFileCompleted
Friday, September 18, 2015 | 1:04:00 PM => Downloaded Category file: Programming Chanllenges.cat => __DownloadCategoryFileCompleted
Friday, September 18, 2015 | 1:04:00 PM => Initialized all controls => Main Form
Friday, September 18, 2015 | 1:04:04 PM => Update Checked : This is the latest version. => Interactivity|UpdateFound()
Friday, September 18, 2015 | 1:04:34 PM => An exception occurred during a WebClient request. => Problem Viewer | dt_taskCompleted(DownloadTask task)
Friday, September 18, 2015 | 1:13:10 PM => Delegate to an instance method cannot have null 'this'. => Interactivity|DefaultUsernameChanged()

********************************************************************************
Friday, September 18, 2015 | 1:13:23 PM => UVA Arena started => Main Form
Friday, September 18, 2015 | 1:13:25 PM => Initialized all controls => Main Form
Friday, September 18, 2015 | 1:13:30 PM => Update Checked : This is the latest version. => Interactivity|UpdateFound()
Friday, September 18, 2015 | 1:13:31 PM => An exception occurred during a WebClient request. => Problem Viewer | dt_taskCompleted(DownloadTask task)

********************************************************************************
Friday, September 18, 2015 | 6:03:24 PM => UVA Arena started => Main Form
Friday, September 18, 2015 | 6:03:30 PM => Initialized all controls => Main Form
Friday, September 18, 2015 | 6:03:34 PM => Update Checked : This is the latest version. => Interactivity|UpdateFound()
Friday, September 18, 2015 | 6:03:39 PM => The process cannot access the file 'C:\Users\user\Documents\UVA Arena\Problems\Volume 001\101.pdf' because it is being used by another process. => ProblemViewer | DownloadFinished()
Friday, September 18, 2015 | 6:03:39 PM => The process cannot access the file 'C:\Users\user\Documents\UVA Arena\Problems\Volume 001\101.pdf' because it is being used by another process. => ProblemViewer | DownloadFinished()
Friday, September 18, 2015 | 6:04:29 PM => The process cannot access the file 'C:\Users\user\Documents\UVA Arena\Problems\Volume 001\103.pdf' because it is being used by another process. => DownloadAllForm
Friday, September 18, 2015 | 6:16:56 PM => The remote server returned an error: (404) Not Found. => DownloadAllForm
Friday, September 18, 2015 | 6:17:42 PM => The remote server returned an error: (404) Not Found. => DownloadAllForm
Friday, September 18, 2015 | 6:19:02 PM => The remote server returned an error: (404) Not Found. => DownloadAllForm
Friday, September 18, 2015 | 6:19:14 PM => The remote server returned an error: (404) Not Found. => DownloadAllForm
Friday, September 18, 2015 | 6:19:16 PM => The remote server returned an error: (404) Not Found. => DownloadAllForm
Friday, September 18, 2015 | 6:19:18 PM => The remote server returned an error: (404) Not Found. => DownloadAllForm
Friday, September 18, 2015 | 6:21:15 PM => The remote server returned an error: (404) Not Found. => DownloadAllForm
Friday, September 18, 2015 | 6:21:18 PM => The remote server returned an error: (404) Not Found. => DownloadAllForm
Friday, September 18, 2015 | 6:21:20 PM => The remote server returned an error: (404) Not Found. => DownloadAllForm
Friday, September 18, 2015 | 6:21:23 PM => The remote server returned an error: (404) Not Found. => DownloadAllForm
Friday, September 18, 2015 | 6:21:26 PM => The remote server returned an error: (404) Not Found. => DownloadAllForm
Friday, September 18, 2015 | 6:21:28 PM => The remote server returned an error: (404) Not Found. => DownloadAllForm
Friday, September 18, 2015 | 6:21:30 PM => The remote server returned an error: (404) Not Found. => DownloadAllForm
Friday, September 18, 2015 | 6:21:32 PM => The remote server returned an error: (404) Not Found. => DownloadAllForm
Friday, September 18, 2015 | 6:21:34 PM => The remote server returned an error: (404) Not Found. => DownloadAllForm
Friday, September 18, 2015 | 6:21:38 PM => The remote server returned an error: (404) Not Found. => DownloadAllForm
Friday, September 18, 2015 | 6:21:40 PM => The remote server returned an error: (404) Not Found. => DownloadAllForm
Friday, September 18, 2015 | 6:21:43 PM => The remote server returned an error: (404) Not Found. => DownloadAllForm
Friday, September 18, 2015 | 6:21:45 PM => The remote server returned an error: (404) Not Found. => DownloadAllForm
Friday, September 18, 2015 | 6:21:47 PM => The remote server returned an error: (404) Not Found. => DownloadAllForm
Friday, September 18, 2015 | 6:21:50 PM => The remote server returned an error: (404) Not Found. => DownloadAllForm
Friday, September 18, 2015 | 6:21:53 PM => The remote server returned an error: (404) Not Found. => DownloadAllForm
Friday, September 18, 2015 | 6:21:55 PM => The remote server returned an error: (404) Not Found. => DownloadAllForm
Friday, September 18, 2015 | 6:21:58 PM => The remote server returned an error: (404) Not Found. => DownloadAllForm
Friday, September 18, 2015 | 6:22:01 PM => The remote server returned an error: (404) Not Found. => DownloadAllForm
Friday, September 18, 2015 | 6:22:03 PM => The remote server returned an error: (404) Not Found. => DownloadAllForm
Friday, September 18, 2015 | 6:22:05 PM => The remote server returned an error: (404) Not Found. => DownloadAllForm
Friday, September 18, 2015 | 6:22:07 PM => The remote server returned an error: (404) Not Found. => DownloadAllForm
Friday, September 18, 2015 | 6:22:09 PM => The remote server returned an error: (404) Not Found. => DownloadAllForm
Friday, September 18, 2015 | 6:22:11 PM => The remote server returned an error: (404) Not Found. => DownloadAllForm
Friday, September 18, 2015 | 6:22:14 PM => The remote server returned an error: (404) Not Found. => DownloadAllForm
Friday, September 18, 2015 | 6:22:16 PM => The remote server returned an error: (404) Not Found. => DownloadAllForm
Friday, September 18, 2015 | 6:22:18 PM => The remote server returned an error: (404) Not Found. => DownloadAllForm
Friday, September 18, 2015 | 6:22:20 PM => The remote server returned an error: (404) Not Found. => DownloadAllForm
Friday, September 18, 2015 | 6:22:22 PM => The remote server returned an error: (404) Not Found. => DownloadAllForm
Friday, September 18, 2015 | 6:22:24 PM => The remote server returned an error: (404) Not Found. => DownloadAllForm
Friday, September 18, 2015 | 6:22:26 PM => The remote server returned an error: (404) Not Found. => DownloadAllForm
Friday, September 18, 2015 | 6:22:27 PM => The remote server returned an error: (404) Not Found. => DownloadAllForm
